124;Universidad Distrital Francisco José de Caldas;Pública;Cl. 13 #31 -75;Escuela de Arte y Diseño;Arte Danzario;Presencial;10;160
125;Universidad Distrital Francisco José de Caldas;Pública;Cl. 13 #31 -75;Escuela de Arte y Diseño;Artes Escénicas;Presencial;10;163
126;Universidad Distrital Francisco José de Caldas;Pública;Cl. 13 #31 -75;Escuela de Arte y Diseño;Artes Musicales;Presencial;10;166
127;Universidad Distrital Francisco José de Caldas;Pública;Cl. 13 #31 -75;Escuela de Arte y Diseño;Artes Plásticas y Visuales;Presencial;10;160
128;Universidad Distrital Francisco José de Caldas;Pública;Cl. 13 #31 -75;Escuela de Ciencias Exactas e Ingeniería;Ingeniería Ambiental;Presencial;10;167
129;Universidad Distrital Francisco José de Caldas;Pública;Cl. 13 #31 -75;Escuela de Ciencias Exactas e Ingeniería;Ingeniería Catastral y Geodesia;Presencial;10;160
130;Universidad Distrital Francisco José de Caldas;Pública;Cl. 13 #31 -75;Escuela de Ciencias Exactas e Ingeniería;Ingeniería Civil;Presencial;10;172
131;Universidad Distrital Francisco José de Caldas;Pública;Cl. 13 #31 -75;Escuela de Ciencias Exactas e Ingeniería;Ingeniería de Sistemas;Presencial;10;180
132;Universidad Distrital Francisco José de Caldas;Pública;Cl. 13 #31 -75;Escuela de Ciencias Exactas e Ingeniería;Ingeniería Electrónica;Presencial;10;163
133;Universidad Distrital Francisco José de Caldas;Pública;Cl. 13 #31 -75;Escuela de Ciencias Exactas e Ingeniería;Ingeniería Eléctrica;Presencial;10;164
134;Universidad Distrital Francisco José de Caldas;Pública;Cl. 13 #31 -75;Escuela de Ciencias Exactas e Ingeniería;Ingeniería de Producción;Presencial;10;175
135;Universidad Distrital Francisco José de Caldas;Pública;Cl. 13 #31 -75;Escuela de Ciencias Exactas e Ingeniería;Ingeniería en Control y Automatización;Presencial;10;179
136;Universidad Distrital Francisco José de Caldas;Pública;Cl. 13 #31 -75;Escuela de Ciencias Exactas e Ingeniería;Ingeniería de Telecomunicacciones;Presencial;10;179
137;Universidad Distrital Francisco José de Caldas;Pública;Cl. 13 #31 -75;Escuela de Ciencias Exactas e Ingeniería;Ingeniería Telemática;Presencial;10;172
138;Universidad Distrital Francisco José de Caldas;Pública;Cl. 13 #31 -75;Escuela de Ciencias Exactas e Ingeniería;Ingeniería Forestal;Presencial;10;164
139;Universidad Distrital Francisco José de Caldas;Pública;Cl. 13 #31 -75;Escuela de Ciencias Exactas e Ingeniería;Ingeniería Industrial ;Presencial;10;167
140;Universidad Distrital Francisco José de Caldas;Pública;Cl. 13 #31 -75;Escuela de Ciencias Exactas e Ingeniería;Ingeniería Mecánica;Presencial;10;160
141;Universidad Distrital Francisco José de Caldas;Pública;Cl. 13 #31 -75;Escuela de Ciencias Exactas e Ingeniería;Ingeniería Sanitaria;Presencial;10;162
142;Universidad Distrital Francisco José de Caldas;Pública;Cl. 13 #31 -75;Escuela de Ciencias Exactas e Ingeniería;Ingeniería Topográfica;Presencial;10;162
143;Universidad Distrital Francisco José de Caldas;Pública;Cl. 13 #31 -75;Escuela de Ciencias Exactas e Ingeniería;Física;Presencial;8;145
144;Universidad Distrital Francisco José de Caldas;Pública;Cl. 13 #31 -75;Escuela de Ciencias Exactas e Ingeniería;Matemáticas;Presencial;8;140
145;Universidad Distrital Francisco José de Caldas;Pública;Cl. 13 #31 -75;Escuela de Ciencias Económicas y Administrativas;Administración Ambiental;Presencial;9;160
146;Universidad Distrital Francisco José de Caldas;Pública;Cl. 13 #31 -75;Escuela de Ciencias Económicas y Administrativas;Administación Deportiva;Presencial;10;160
147;Universidad Distrital Francisco José de Caldas;Pública;Cl. 13 #31 -75;Escuela de Ciencias Humanas;Biología;Presencial;8;144
148;Universidad Distrital Francisco José de Caldas;Pública;Cl. 13 #31 -75;Escuela de Ciencias Humanas;Química;Presencial;8;145
149;Universidad Distrital Francisco José de Caldas;Pública;Cl. 13 #31 -75;Escuela de Ciencias de la Educación;Lineciatura en Biología;Presencial;9;146
150;Universidad Distrital Francisco José de Caldas;Pública;Cl. 13 #31 -75;Escuela de Ciencias de la Educación;Licenciatura en Ciencias Sociales;Presencial;10;160
151;Universidad Distrital Francisco José de Caldas;Pública;Cl. 13 #31 -75;Escuela de Ciencias de la Educación;Licenciatura en Educación Artística;Presencial;8;141
152;Universidad Distrital Francisco José de Caldas;Pública;Cl. 13 #31 -75;Escuela de Ciencias de la Educación;Licenciatura en Educación Infantil;Presencial;10;153
153;Universidad Distrital Francisco José de Caldas;Pública;Cl. 13 #31 -75;Escuela de Ciencias de la Educación;Licenciatura en Física;Presencial;10;160
154;Universidad Distrital Francisco José de Caldas;Pública;Cl. 13 #31 -75;Escuela de Ciencias de la Educación;Licenciatura en humanidades y Lengua Castellana;Presencial;10;154
155;Universidad Distrital Francisco José de Caldas;Pública;Cl. 13 #31 -75;Escuela de Ciencias de la Educación;Licenciatura en Lenguas Extranjeras con Énfasis en Inglés;Presencial;10;153
156;Universidad Distrital Francisco José de Caldas;Pública;Cl. 13 #31 -75;Escuela de Ciencias de la Educación;Licenciatura en Matemáticas;Presencial;10;141
157;Universidad Distrital Francisco José de Caldas;Pública;Cl. 13 #31 -75;Escuela de Ciencias de la Educación;Licenciatura en Química;Presencial;9;151
158;Universidad Distrital Francisco José de Caldas;Pública;Cl. 13 #31 -75;Escuela de Comunicación;Archivística y Gestión de la Información;Presencial;9;160
159;Universidad Distrital Francisco José de Caldas;Pública;Cl. 13 #31 -75;Escuela de Comunicación;Comunicación Social y Periodismo;Presencial;9;160
